0,1,2,3,4,5,6,7,decimal,risk,return,sharpe
0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0,0,0,0,0,0,0,1,1,0.0002295842801016825,0.0011137729775834147,4.851259751277946
0,0,0,0,0,0,1,0,2,0.0001588271472487855,-9.543661775977564e-05,-0.6008835354215897
0,0,0,0,0,0,1,1,3,0.0005841869125272621,0.001018336359823639,1.743168732449337
0,0,0,0,0,1,0,0,4,0.0016345723217517968,0.000987870044121403,0.6043599484559283
0,0,0,0,0,1,0,1,5,0.002176691737261981,0.002101643021704818,0.9655216610269465
0,0,0,0,0,1,1,0,6,0.0021512294518012875,0.0008924334263616274,0.4148480886659332
0,0,0,0,0,1,1,1,7,0.002889124352488266,0.0020062064039450423,0.6943994647434236
0,0,0,0,1,0,0,0,8,0.0008149912421840377,-0.0012039813068778007,-1.4772935518317176
0,0,0,0,1,0,0,1,9,0.0013349429076163703,-9.020832929438607e-05,-0.06757467212995578
0,0,0,0,1,0,1,0,10,0.0013391418388398997,-0.0012994179246375763,-0.9703362907123144
0,0,0,0,1,0,1,1,11,0.0020548689894490262,-0.00018564494705416166,-0.09034393336381936
0,0,0,0,1,1,0,0,12,0.003714897015116381,-0.00021611126275639775,-0.058174227139275725
0,0,0,0,1,1,0,1,13,0.0045473838159572144,0.0008976617148270169,0.19740179214189799
0,0,0,0,1,1,1,0,14,0.004596877594572947,-0.0003115478805161734,-0.06777380387156391
0,0,0,0,1,1,1,1,15,0.0056251398805905765,0.0008022250970672413,0.1426142485514541
0,0,0,1,0,0,0,0,16,0.00047858383021879164,-0.0011880629890901342,-2.4824553486209378
0,0,0,1,0,0,0,1,17,0.0009991530454383515,-7.429001150671948e-05,-0.07435298510662773
0,0,0,1,0,0,1,0,18,0.0009397742253606455,-0.0012834996068499097,-1.365753148164238
0,0,0,1,0,0,1,1,19,0.0016561189257569995,-0.00016972662926649507,-0.10248456594922029
0,0,0,1,0,1,0,0,20,0.0030733373967241507,-0.00020019294496873116,-0.0651386161448188
0,0,0,1,0,1,0,1,21,0.003906441747352212,0.0009135800326146835,0.2338650085423412
0,0,0,1,0,1,1,0,22,0.003892357774666709,-0.0002956295627285068,-0.07595128193317754
0,0,0,1,0,1,1,1,23,0.004921237610471566,0.0008181434148549079,0.16624749293024105
0,0,0,1,1,0,0,0,24,0.0021756923180834328,-0.002392044295967935,-1.0994405211096607
0,0,0,1,1,0,0,1,25,0.0029866289186336425,-0.0012782713183845202,-0.42799803832654193
0,0,0,1,1,0,1,0,26,0.0030022061626323636,-0.0024874809137277105,-0.8285509984919434
0,0,0,1,1,0,1,1,27,0.004008918248359367,-0.0013737079361442958,-0.342662995611467
0,0,0,1,1,1,0,0,28,0.0060357793357693375,-0.001404174251846532,-0.23264174744180768
0,0,0,1,1,1,0,1,29,0.00715925107172805,-0.00029040127426311724,-0.04056308004197738
0,0,0,1,1,1,1,0,30,0.007220123163118973,-0.0014996108696063075,-0.20769879345915485
0,0,0,1,1,1,1,1,31,0.00853937038425448,-0.0003858378920228928,-0.04518341220265245
0,0,1,0,0,0,0,0,32,0.0004743055935515499,-0.0011849302773378025,-2.498242258677935
0,0,1,0,0,0,0,1,33,0.0009877176247125776,-7.115729975438784e-05,-0.07204214845826444
0,0,1,0,0,0,1,0,34,0.0009342302686390375,-0.001280366895097578,-1.3705046154871254
0,0,1,0,0,0,1,1,35,0.0016434177849768594,-0.00016659391751416342,-0.10137039956428924
0,0,1,0,0,1,0,0,36,0.0030641055399380215,-0.00019706023321639952,-0.06431248227186898
0,0,1,0,0,1,0,1,37,0.003890052706507551,0.0009167127443670152,0.2356556102269448
0,0,1,0,0,1,1,0,38,0.0038818601978262137,-0.00029249685097617516,-0.07534966126290926
0,0,1,0,0,1,1,1,39,0.004903582849572537,0.0008212761266072396,0.16748490885166406
0,0,1,0,1,0,0,0,40,0.0021717153215415484,-0.0023889115842156035,-1.100011387551423
0,0,1,0,1,0,0,1,41,0.002975494738033226,-0.0012751386066321888,-0.4285467523545491
0,0,1,0,1,0,1,0,42,0.0029969634460361126,-0.002484348201975379,-0.8289551229799829
0,0,1,0,1,0,1,1,43,0.003996518347704585,-0.0013705752243919644,-0.3429423075660742
0,0,1,0,1,1,0,0,44,0.006026848719108566,-0.0014010415400942005,-0.23246668456304462
0,0,1,0,1,1,0,1,45,0.007143163271008746,-0.0002872685625107858,-0.04021587518189518
0,0,1,0,1,1,1,0,46,0.007209926826403835,-0.001496478157853976,-0.20755802297100273
0,0,1,0,1,1,1,1,47,0.008522016863480808,-0.0003827051802705614,-0.04490781776207914
0,0,1,1,0,0,0,0,48,0.0019027634062470603,-0.0023729932664279365,-1.247129968254088
0,0,1,1,0,0,0,1,49,0.002707160372525965,-0.0012592202888445218,-0.46514432673583483
0,0,1,1,0,0,1,0,50,0.0026650513292276164,-0.002468429884187712,-0.9262222671347613
0,0,1,1,0,0,1,1,51,0.0036652237806833157,-0.0013546569066042974,-0.3695973254740112
0,0,1,1,0,1,0,0,52,0.005452744597387094,-0.0013851232223065335,-0.25402312497274715
0,0,1,1,0,1,0,1,53,0.0065696766990745005,-0.0002713502447231188,-0.04130343959868605
0,0,1,1,0,1,1,0,54,0.006572862503168355,-0.001480559840066309,-0.22525343248130114
0,0,1,1,0,1,1,1,55,0.007885570090032556,-0.00036678686248289437,-0.04651367729855282
0,0,1,1,1,0,0,0,56,0.004482290379917662,-0.003576974573305737,-0.7980238382885503
0,0,1,1,1,0,0,1,57,0.005577054731527217,-0.0024632015957223225,-0.4416671010592362
0,0,1,1,1,0,1,0,58,0.005609901752305295,-0.003672411191065513,-0.6546302151470651
0,0,1,1,1,0,1,1,59,0.006900441589091644,-0.002558638213482098,-0.3707934021971644
0,0,1,1,1,1,0,0,60,0.009297605022238241,-0.0025891045291843344,-0.27847004932901004
0,0,1,1,1,1,0,1,61,0.010704904509256298,-0.0014753315516009198,-0.1378182822953005
0,0,1,1,1,1,1,0,62,0.01078304637742658,-0.00268454114694411,-0.2489594362279639
0,0,1,1,1,1,1,1,63,0.012386121349621432,-0.0015707681693606953,-0.12681679155425876
0,1,0,0,0,0,0,0,64,0.00038794205699470215,-0.0006216117742805687,-1.6023314901613197
0,1,0,0,0,0,0,1,65,0.0008931043095020403,0.000492161203302846,0.5510679973957976
0,1,0,0,0,0,1,0,66,0.0008031381682594518,-0.0007170483920403443,-0.892808261863983
0,1,0,0,0,0,1,1,67,0.0015040759059435842,0.0003967245855430704,0.26376633252042203
0,1,0,0,0,1,0,0,68,0.002951947512412982,0.0003662582698408343,0.12407343568973125
0,1,0,0,0,1,0,1,69,0.0037696449003288223,0.001480031247424249,0.39261821379916906
0,1,0,0,0,1,1,0,70,0.003724973606478437,0.00027082165208105867,0.07270431436347585
0,1,0,0,0,1,1,1,71,0.0047384464795710715,0.0013845946296644734,0.2922043407335917
0,1,0,0,1,0,0,0,72,0.002006867154491252,-0.0018255930811583694,-0.909673107695643
0,1,0,0,1,0,0,1,73,0.0028023967923292404,-0.0007118201035749548,-0.2540040388011286
0,1,0,0,1,0,1,0,74,0.0027873867151630783,-0.001921029698918145,-0.6891866451353714
0,1,0,0,1,0,1,1,75,0.0037786918381778607,-0.0008072567213347303,-0.21363391245050592
0,1,0,0,1,1,0,0,76,0.005836206061090079,-0.0008377230370369664,-0.143538975195214
0,1,0,0,1,1,0,1,77,0.006944270834336569,0.00027604994054644823,0.03975218523757665
0,1,0,0,1,1,1,0,78,0.00697455560456261,-0.000933159654796742,-0.13379485485588333
0,1,0,0,1,1,1,1,79,0.008278395862985894,0.00018061332278667265,0.0218174300644676
0,1,0,1,0,0,0,0,80,0.0015748724219623285,-0.0018096747633707029,-1.1490929285026181
0,1,0,1,0,0,0,1,81,0.0023710196095875443,-0.0006959017857872882,-0.29350317600635334
0,1,0,1,0,0,1,0,82,0.002292431781120147,-0.0019051113811304784,-0.8310438708887499
0,1,0,1,0,0,1,1,83,0.0032843544539221566,-0.0007913384035470638,-0.24094183945403705
0,1,0,1,0,1,0,0,84,0.00509905912213417,-0.0008218047192492999,-0.16116791344543974
0,1,0,1,0,1,0,1,85,0.006207741445167888,0.0002919682583341148,0.04703292830621726
0,1,0,1,0,1,1,0,86,0.006174448464092693,-0.0009172413370090754,-0.1485543757216961
0,1,0,1,0,1,1,1,87,0.007478906272303206,0.00019653164057433924,0.02627812589417775
0,1,0,1,1,0,0,0,88,0.004075914765139482,-0.0030136560702485036,-0.739381523878695
0,1,0,1,1,0,0,1,89,0.005162429338095347,-0.001899883092665089,-0.36802113273400106
0,1,0,1,1,0,1,0,90,0.005158797573704377,-0.003109092688008279,-0.6026777836478925
0,1,0,1,1,0,1,1,91,0.006441087631837036,-0.0019953197104248645,-0.30977993538892246
0,1,0,1,1,1,0,0,92,0.00886543491649187,-0.0020257860261271004,-0.22850385178042923
0,1,0,1,1,1,0,1,93,0.010264484624856239,-0.0009120130485436857,-0.08885132394618002
0,1,0,1,1,1,1,0,94,0.01030614770785747,-0.002121222643886876,-0.2058210986312221
0,1,0,1,1,1,1,1,95,0.01190097290139863,-0.0010074496663034613,-0.08465271492090058
0,1,1,0,0,0,0,0,96,0.001563331994925718,-0.0018065420516183712,-1.1555715980240073
0,1,1,0,0,0,0,1,97,0.0023523219984924017,-0.0006927690740349565,-0.2945043554746973
0,1,1,0,0,0,1,0,98,0.00227962563402917,-0.0019019786693781468,-0.8343381654366013
0,1,1,0,0,0,1,1,99,0.0032643911227726477,-0.0007882056917947321,-0.2414556534896041
0,1,1,0,0,1,0,0,100,0.005082565074978673,-0.0008186720074969682,-0.16107457463304656
0,1,1,0,0,1,0,1,101,0.006184090213953858,0.00029510097008644647,0.047719383106762735
0,1,1,0,0,1,1,0,102,0.00615668869688283,-0.0009141086252567438,-0.1484740694652245
0,1,1,0,0,1,1,1,103,0.007453989321034808,0.00019966435232667088,0.026786240726590183
0,1,1,0,1,0,0,0,104,0.004064675578228229,-0.003010523358496172,-0.7406552627770709
0,1,1,0,1,0,0,1,105,0.005144032967125562,-0.0018967503809127575,-0.3687282708012356
0,1,1,0,1,0,1,0,106,0.005146292666738757,-0.0031059599762559478,-0.603533490493112
0,1,1,0,1,0,1,1,107,0.0064214255408128855,-0.001992186998672533,-0.3102406133981806
0,1,1,0,1,1,0,0,108,0.00884924210946173,-0.0020226533143747694,-0.22856797105959176
0,1,1,0,1,1,0,1,109,0.010241134633767565,-0.0009088803367913547,-0.088748011748088
0,1,1,0,1,1,1,0,110,0.010288689180772963,-0.002118089932134545,-0.20586586832584425
0,1,1,0,1,1,1,1,111,0.011876357190255595,-0.0010043169545511303,-0.08456439449085953
0,1,1,1,0,0,0,0,112,0.0037001363423700634,-0.002994605040708505,-0.8093228907317395
0,1,1,1,0,0,0,1,113,0.004780111281054623,-0.0018808320631250905,-0.39347035090574867
0,1,1,1,0,0,1,0,114,0.004718793229366583,-0.0030900416584682807,-0.6548372662819697
0,1,1,1,0,0,1,1,115,0.0059945436532279385,-0.001976268680884866,-0.3296779196562671
0,1,1,1,0,1,0,0,116,0.00817955066717658,-0.0020067349965871024,-0.24533560316948164
0,1,1,1,0,1,0,1,117,0.009572060741269641,-0.0008929620190036877,-0.09328837782586458
0,1,1,1,0,1,1,0,118,0.009556037536973804,-0.002102171614346878,-0.2199836078723265
0,1,1,1,0,1,1,1,119,0.01114432309624366,-0.0009883986367634633,-0.08869077360980462
0,1,1,1,1,0,0,0,120,0.007083597171353178,-0.004198586347586306,-0.592719524561029
0,1,1,1,1,0,0,1,121,0.00845393949536839,-0.0030848133700028912,-0.3648965516837387
0,1,1,1,1,0,1,0,122,0.008467577507756775,-0.0042940229653460815,-0.5071135116758619
0,1,1,1,1,0,1,1,123,0.010033695316948778,-0.003180249987762667,-0.3169570021117377
0,1,1,1,1,1,0,0,124,0.012828344947340241,-0.003210716303464903,-0.25028297232766533
0,1,1,1,1,1,0,1,125,0.014511222406763953,-0.0020969433258814884,-0.14450494018367907
0,1,1,1,1,1,1,0,126,0.014570155266544545,-0.0033061529212246787,-0.2269126759970874
0,1,1,1,1,1,1,1,127,0.016448808211145048,-0.002192379943641264,-0.1332850329032225
1,0,0,0,0,0,0,0,128,0.00039628550328525507,0.0003569709280177169,0.9007922950962991
1,0,0,0,0,0,0,1,129,0.0009201928044997902,0.0014707439056011315,1.598299724154675
1,0,0,0,0,0,1,0,130,0.0008483484602072097,0.00026153431025794125,0.3082864206461356
1,0,0,0,0,0,1,1,131,0.001568031246598539,0.0013753072878413559,0.8770917612928628
1,0,0,0,0,1,0,0,132,0.0030617785719000354,0.00134484097213912,0.4392352159237164
1,0,0,0,0,1,0,1,133,0.0038982210085230723,0.0024586139497225347,0.6307015288119939
1,0,0,0,0,1,1,0,134,0.003871671511622695,0.0012494043543793444,0.3227041216251567
1,0,0,0,0,1,1,1,135,0.004903889433422526,0.002363177331962759,0.48189857541576925
1,0,0,0,1,0,0,0,136,0.002009760637173276,-0.0008470103788600839,-0.42144838703349374
1,0,0,0,1,0,0,1,137,0.002824035323718461,0.0002667625987233308,0.0944614950396865
1,0,0,0,1,0,1,0,138,0.002827147043502307,-0.0009424469966198596,-0.33335620047988157
1,0,0,0,1,0,1,1,139,0.0038371972152242864,0.00017132598096355513,0.04464872962062259
1,0,0,0,1,1,0,0,140,0.005940587156968602,0.00014085966526131914,0.0237114045361802
1,0,0,0,1,1,0,1,141,0.00706739697892229,0.001254632642844734,0.17752400871021304
1,0,0,0,1,1,1,0,142,0.007115803546098339,4.54230475015435e-05,0.0063834038148016855
1,0,0,0,1,1,1,1,143,0.00843838885322882,0.0011591960250849581,0.13737172406334527
1,0,0,1,0,0,0,0,144,0.0015291670612809032,-0.0008310920610724173,-0.5434933056799268
1,0,0,1,0,0,0,1,145,0.002344059297613316,0.0002826809165109974,0.12059460987135379
1,0,0,1,0,0,1,0,146,0.0022835932660959265,-0.000926528678832193,-0.40573279514709887
1,0,0,1,0,0,1,1,147,0.0032942609876051333,0.00018724429875122172,0.05683954594239506
1,0,0,1,0,1,0,0,148,0.005154841374649246,0.00015677798304898573,0.030413735681566627
1,0,0,1,0,1,0,1,149,0.006282268746390159,0.0012705509606324005,0.2022439682101262
1,0,0,1,0,1,1,0,150,0.006267097562264973,6.134136528921009e-05,0.009787842726201455
1,0,0,1,0,1,1,1,151,0.007590300419182681,0.0011751143428726247,0.15481789625912598
1,0,0,1,1,0,0,0,152,0.004024759440849528,-0.002035073367950218,-0.505638510290857
1,0,0,1,1,0,0,1,153,0.00513001906251259,-0.0009213003903668034,-0.17959005203297768
1,0,0,1,1,0,1,0,154,0.005144509095071627,-0.0021305099857099937,-0.41413280574253325
1,0,0,1,1,0,1,1,155,0.006445544201911483,-0.001016737008126579,-0.15774261664749062
1,0,0,1,1,1,0,0,156,0.008915767205398415,-0.0010472033238288151,-0.11745521161597211
1,0,0,1,1,1,0,1,157,0.010333561962469982,6.656965375459955e-05,0.006442082023253066
1,0,0,1,1,1,1,0,158,0.010393346842421219,-0.0011426399415885907,-0.10993955642130798
1,0,0,1,1,1,1,1,159,0.01200691708466958,-2.8866964005176037e-05,-0.002404194499022014
1,0,1,0,0,0,0,0,160,0.0015173218652548967,-0.0008279593493200856,-0.5456715336933444
1,0,1,0,0,0,0,1,161,0.0023250569175287767,0.00028581362826332905,0.1229275834533593
1,0,1,0,0,0,1,0,162,0.0022704823500155533,-0.0009233959670798613,-0.40669594594009323
1,0,1,0,0,0,1,1,163,0.0032739928874662276,0.00019037701050355336,0.05814826636684841
1,0,1,0,0,1,0,0,164,0.005138042558504351,0.00015991069480131737,0.031122882494742564
1,0,1,0,0,1,0,1,165,0.006258312746186733,0.001273683672384732,0.20351869969438696
1,0,1,0,0,1,1,0,166,0.006249033026065713,6.447407704154173e-05,0.010317448599264891
1,0,1,0,0,1,1,1,167,0.00756507869892489,0.0011782470546249564,0.15574815563946517
1,0,1,0,1,0,0,0,168,0.0040132154849488785,-0.0020319406561978863,-0.5063123731627308
1,0,1,0,1,0,0,1,169,0.005111317922553409,-0.0009181676786144716,-0.17963423377816262
1,0,1,0,1,0,1,0,170,0.005131699419116611,-0.002127377273957662,-0.4145560954004348
1,0,1,0,1,0,1,1,171,0.006425577341897936,-0.0010136042963742472,-0.1577452487833345
1,0,1,0,1,1,0,0,172,0.00889926962937888,-0.0010440706120764833,-0.1173209325661654
1,0,1,0,1,1,0,1,173,0.010309907202391912,6.970236550693141e-05,0.006760717059680262
1,0,1,0,1,1,1,0,174,0.010375583546347317,-0.0011395072298362589,-0.10982584495090089
1,0,1,0,1,1,1,1,175,0.011981996604537144,-2.5734252252844177e-05,-0.0021477432436510253
1,0,1,1,0,0,0,0,176,0.0036000774057272636,-0.0020160223384102197,-0.559994164348518
1,0,1,1,0,0,0,1,177,0.004698797393119021,-0.000902249360826805,-0.19201708125318842
1,0,1,1,0,0,1,0,178,0.004655601138380988,-0.0021114589561699953,-0.4535308960991163
1,0,1,1,0,0,1,1,179,0.00595009661094954,-0.0009976859785865806,-0.1676755931576993
1,0,1,1,0,1,0,0,180,0.00818097934373028,-0.0010281522942888167,-0.12567594307358443
1,0,1,1,0,1,0,1,181,0.00959223446653054,8.5620683294598e-05,0.008926041538428589
1,0,1,1,0,1,1,0,182,0.00959433305918471,-0.0011235889120485923,-0.11710964223542086
1,0,1,1,0,1,1,1,183,0.011201363667161766,-9.815934465177588e-06,-0.0008763160233743913
1,0,1,1,1,0,0,0,184,0.006978088271101849,-0.0032200036452880204,-0.4614449574424168
1,0,1,1,1,0,0,1,185,0.008367175643824255,-0.0021062306677046057,-0.25172540381164316
1,0,1,1,1,0,1,0,186,0.008398935453162651,-0.003315440263047796,-0.39474529617909543
1,0,1,1,1,0,1,1,187,0.009983798311061852,-0.0022016672854643813,-0.22052401469538677
1,0,1,1,1,1,0,0,188,0.012824323660285412,-0.002232133601166617,-0.17405468391905354
1,0,1,1,1,1,0,1,189,0.014525946168416322,-0.0011183606235832025,-0.07699055267152562
1,0,1,1,1,1,1,0,190,0.01460300082514692,-0.002327570218926393,-0.1593898573859031
1,0,1,1,1,1,1,1,191,0.016500398818454623,-0.0012137972413429781,-0.07356169112624265
1,1,0,0,0,0,0,0,192,0.0014046639639773196,-0.0002646408462628518,-0.18840153449478314
1,1,0,0,0,0,0,1,193,0.0022041492375975105,0.0008491321313205629,0.3852425765172344
1,1,0,0,0,0,1,0,194,0.0021130958849152385,-0.00036007746402262744,-0.17040280405310196
1,1,0,0,0,0,1,1,195,0.0031083566437122233,0.0007536955135607872,0.24247395004862432
1,1,0,0,0,1,0,0,196,0.004999590166258583,0.0007232291978585512,0.1446576966927223
1,1,0,0,0,1,0,1,197,0.006111610575287276,0.001837002175441966,0.3005757897713595
1,1,0,0,0,1,1,0,198,0.006065852069997207,0.0006277925800987755,0.10349619028857468
1,1,0,0,0,1,1,1,199,0.007373647964202693,0.0017415655576821902,0.2361877819685828
1,1,0,0,1,0,0,0,200,0.0038220729531778528,-0.0014686221531406527,-0.3842475460651714
1,1,0,0,1,0,0,1,201,0.004911925612128694,-0.000354849175557238,-0.07224237571534721
1,1,0,0,1,0,1,0,202,0.004895828323522849,-0.0015640587709004282,-0.31946765032295743
1,1,0,0,1,0,1,1,203,0.006181456467650483,-0.00045028579331701356,-0.07284461124550526
1,1,0,0,1,1,0,0,204,0.008682332606639663,-0.00048075210901924966,-0.055371307550646336
1,1,0,0,1,1,0,1,205,0.010084720400999005,0.000633020868564165,0.06277029440513365
1,1,0,0,1,1,1,0,206,0.010113917959785364,-0.0005761887267790252,-0.056969883389409365
1,1,0,0,1,1,1,1,207,0.0117120812393215,0.0005375842508043894,0.04589997625695539
1,1,0,1,0,0,0,0,208,0.003245892056721803,-0.001452703835352986,-0.4475514927690319
1,1,0,1,0,0,0,1,209,0.004336362265459871,-0.0003389308577695714,-0.07816018058943879
1,1,0,1,0,0,1,0,210,0.00425668722555279,-0.0015481404531127617,-0.3636960789177349
1,1,0,1,0,0,1,1,211,0.005542932919467653,-0.000434367475529347,-0.07836419488386374
1,1,0,1,0,1,0,0,212,0.007800999503756629,-0.0004648337912315831,-0.059586440302648265
1,1,0,1,0,1,0,1,213,0.009204004847903197,0.0006489391863518316,0.0705061760696127
1,1,0,1,0,1,1,0,214,0.009169624655388321,-0.0005602704089913587,-0.06110069169103105
1,1,0,1,0,1,1,1,215,0.010768405484711686,0.000553502568592056,0.05140060609510708
1,1,0,1,1,0,0,0,216,0.006545418291602939,-0.002656685142230787,-0.40588470039249064
1,1,0,1,1,0,0,1,217,0.007926255885671658,-0.0015429121646473721,-0.19465838434972862
1,1,0,1,1,0,1,0,218,0.007921536909841004,-0.0027521217599905624,-0.3474227023510519
1,1,0,1,1,0,1,1,219,0.009498149989086515,-0.0016383487824071477,-0.17249135718951897
1,1,0,1,1,1,0,0,220,0.012365859189818312,-0.0016688150981093838,-0.13495342883116748
1,1,0,1,1,1,0,1,221,0.014059231919295534,-0.0005550421205259691,-0.03947883666135445
1,1,0,1,1,1,1,0,222,0.014099807790857078,-0.0017642517158691594,-0.1251259408665965
1,1,0,1,1,1,1,1,223,0.015988956005511097,-0.0006504787382857447,-0.04068300257137093
1,1,1,0,0,0,0,0,224,0.003226784670326427,-0.0014495711236006542,-0.4492308200577924
1,1,1,0,0,0,0,1,225,0.004310097695005963,-0.00033579814601723953,-0.07790963680621976
1,1,1,0,0,0,1,0,226,0.004236314119103048,-0.0015450077413604298,-0.36470566108245844
1,1,1,0,0,0,1,1,227,0.005515402628959378,-0.0004312347637770151,-0.07818735870936382
1,1,1,0,0,1,0,0,228,0.007776938497242365,-0.0004617010794792512,-0.0593679736110767
1,1,1,0,0,1,0,1,229,0.009172786657330404,0.0006520718981041635,0.0710876555253863
1,1,1,0,0,1,1,0,230,0.00914429792881969,-0.0005571376972390268,-0.060927334342762374
1,1,1,0,0,1,1,1,231,0.010735921574084522,0.0005566352803443879,0.05184792721363126
1,1,1,0,1,0,0,0,232,0.006526612145332921,-0.002653552430478455,-0.4065742488430187
1,1,1,0,1,0,0,1,233,0.007900292555343108,-0.0015397794528950403,-0.19490157384787732
1,1,1,0,1,0,1,0,234,0.007901465043516619,-0.0027489890482382305,-0.3479087780681705
1,1,1,0,1,0,1,1,235,0.009470920938703598,-0.0016352160706548159,-0.17265650101379137
1,1,1,0,1,1,0,0,236,0.012342099423429407,-0.001665682386357052,-0.13495940432913975
1,1,1,0,1,1,0,1,237,0.014028314968848094,-0.0005519094087736373,-0.03934253044640301
1,1,1,0,1,1,1,0,238,0.01407478230441381,-0.0017611190041168275,-0.125125843229884
1,1,1,0,1,1,1,1,239,0.01595677333500929,-0.0006473460265334129,-0.04056872983920442
1,1,1,1,0,0,0,0,240,0.006017886745547629,-0.0026376341126907884,-0.43829906148404313
1,1,1,1,0,0,0,1,241,0.007392184705345043,-0.0015238611351073737,-0.2061448943511274
1,1,1,1,0,0,1,0,242,0.007329779442217318,-0.002733070730450564,-0.37287216511712495
1,1,1,1,0,0,1,1,243,0.008899852887191527,-0.0016192977528671493,-0.18194657522908128
1,1,1,1,0,1,0,0,244,0.011528221817217129,-0.0016497640685693854,-0.14310655144625178
1,1,1,1,0,1,0,1,245,0.013215054912423044,-0.0005359910909859707,-0.040559127036400196
1,1,1,1,0,1,1,0,246,0.013197944496687524,-0.001745200686329161,-0.132232764485953
1,1,1,1,0,1,1,1,247,0.015080553077070232,-0.0006314277087457463,-0.041870328330717736
1,1,1,1,1,0,0,0,248,0.010199831466234726,-0.003841615419568589,-0.3766351858151558
1,1,1,1,1,0,0,1,249,0.01186449681136279,-0.0027278424419851744,-0.22991640398711918
1,1,1,1,1,0,1,0,250,0.011877047612311493,-0.003937052037328365,-0.3314840662293297
1,1,1,1,1,0,1,1,251,0.013737488442616349,-0.0028232790597449505,-0.20551639199102742
1,1,1,1,1,1,0,0,252,0.01697549998908477,-0.002853745375447186,-0.16810965080746612
1,1,1,1,1,1,0,1,253,0.018952700469621338,-0.0017399723978637712,-0.09180604107856376
1,1,1,1,1,1,1,0,254,0.019010546117962247,-0.0029491819932069615,-0.15513399640951958
1,1,1,1,1,1,1,1,255,0.0211835220836756,-0.0018354090156235468,-0.08664324130678655
